TABLE_NAME                    ,COLUMN_NAME                   ,DATA_LENGTH
ZYCA                          ,ECHLMA                        ,2
ZYCA                          ,ECHOMA                        ,2
ZYCA                          ,DTECHL                        ,7
ZYCA                          ,DTECHO                        ,7
ZYCA                          ,EXTDA1                        ,7
ZYCA                          ,EXTDA2                        ,7
ZYCA                          ,EXTCF1                        ,1
ZYCA                          ,EXTCF2                        ,1
ZYCA                          ,EXTC21                        ,20
ZYCA                          ,EXTC22                        ,20
ZYCA                          ,EXTCO1                        ,15
ZYCA                          ,EXTCO2                        ,15
ZYCA                          ,EXTNU1                        ,22
ZYCA                          ,EXTNU2                        ,22
ZYCA                          ,EXT100                        ,100
ZYCA                          ,CONVEN                        ,7
ZYCA                          ,CATEGO                        ,8
ZYCA                          ,CHBASE                        ,3
ZYCA                          ,CHPERS                        ,3
ZYCA                          ,CHSPEC                        ,3
ZYCA                          ,CHNIVE                        ,1
ZYCA                          ,CHECHL                        ,1
ZYCA                          ,COGRPE                        ,1
ZYCA                          ,CONIVE                        ,1
ZYCO                          ,NUDOSS                        ,22
ZYCO                          ,NULIGN                        ,22
ZYCO                          ,NULIGS                        ,22
ZYCO                          ,NULIGP                        ,22
ZYCO                          ,TEACTI                        ,1
ZYCO                          ,SOCDOS                        ,3
ZYCO                          ,PGPDOS                        ,22
ZYCO                          ,DATCON                        ,7
ZYCO                          ,DATFIN                        ,7
ZYCO                          ,TYPCON                        ,8
ZYCO                          ,NATCON                        ,2
ZYCO                          ,DATPRE                        ,7
ZYCO                          ,HORHEB                        ,22
ZYCO                          ,NBHEUC                        ,22
ZYCO                          ,ORGINT                        ,6
ZYCO                          ,DURANN                        ,22
ZYCO                          ,DURMOI                        ,22
ZYCO                          ,DURJOU                        ,22
ZYCO                          ,NBQDAY                        ,22
ZYCO                          ,DEBESS                        ,7
ZYCO                          ,FINESS                        ,7
ZYCO                          ,NBRPRO                        ,22
ZYCO                          ,NUMAVE                        ,2
ZYCO                          ,NUMDEL                        ,9
ZYCO                          ,DATDEL                        ,7
ZYCO                          ,TITPOS                        ,1
ZYCO                          ,NUMARR                        ,15
ZYCO                          ,DTDBAP                        ,7
ZYCO                          ,MINAPP                        ,22
ZYCO                          ,MAJAPP                        ,22
ZYCO                          ,FLFCNX                        ,1
ZYCO                          ,FLECHX                        ,1
ZYCO                          ,CATEGO                        ,1
ZYCO                          ,MOTIFR                        ,45
ZYCO                          ,EXTDA1                        ,7
ZYCO                          ,EXTDA2                        ,7
ZYCO                          ,EXTCF1                        ,1
ZYCO                          ,EXTCF2                        ,1
ZYCO                          ,EXTC21                        ,20
ZYCO                          ,EXTC22                        ,20
ZYCO                          ,EXTCO1                        ,15
ZYCO                          ,EXTCO2                        ,15
ZYCO                          ,EXTNU1                        ,22
ZYCO                          ,EXTNU2                        ,22
ZYCO                          ,EXT100                        ,100
ZYCO                          ,SITCON                        ,2
ZYCO                          ,DTSGCO                        ,7
ZYCO                          ,RSTPPL                        ,2
ZYCO                          ,RSAVE                         ,2
ZYCO                          ,FLAB01                        ,1
ZYCO                          ,ZOIDCO                        ,30
ZYCO                          ,FLIRPF                        ,1
ZYCO                          ,NOMTUT                        ,15
ZYCO                          ,PRETUT                        ,15
ZYCO                          ,MOISCL                        ,22
ZYCO                          ,MONTAN                        ,22
ZYCO                          ,POURCE                        ,22
ZYCO                          ,CONTRA                        ,1
ZYCO                          ,CLLEVE                        ,1
ZYCO                          ,COMENT                        ,300
ZYCS                          ,NUDOSS                        ,22
ZYCS                          ,NULIGN                        ,22
ZYCS                          ,NULIGS                        ,22
ZYCS                          ,NULIGP                        ,22
ZYCS                          ,TEACTI                        ,1
ZYCS                          ,SOCDOS                        ,3
ZYCS                          ,PGPDOS                        ,22
ZYCS                          ,NUDOSP                        ,22
ZYCS                          ,CODCAI                        ,8
ZYCS                          ,REGIME                        ,10
ZYCS                          ,DEBCAI                        ,7
ZYCS                          ,FINCAI                        ,7
ZYCS                          ,NUMCAI                        ,15
ZYCS                          ,IDCONT                        ,3
ZYCS                          ,QUOTEJ                        ,22
ZYCS                          ,CONSOC                        ,3
ZYCS                          ,CONETA                        ,3
ZYCS                          ,NUMETA                        ,22
ZYCS                          ,MOTRUP                        ,2
ZYCS                          ,TEMCRC                        ,1
ZYCS                          ,MOTSOR                        ,2
ZYCS                          ,QUALIF                        ,8
ZYCS                          ,TYPCON                        ,8
ZYCS                          ,NATCON                        ,2
ZYCS                          ,IDESTA                        ,8
ZYCS                          ,IDCY00                        ,3
ZYCS                          ,REGSPE                        ,2
ZYCS                          ,FLMAJC                        ,1
ZYCS                          ,AFFILI                        ,1
ZYCS                          ,LIBPAS                        ,1
ZYCS                          ,DATCAL                        ,7
ZYCS                          ,NBPERS                        ,22
ZYCS                          ,MATRAZ                        ,10
ZYCS                          ,ALTASS                        ,3
ZYCS                          ,EXTDA1                        ,7
ZYCS                          ,EXTDA2                        ,7
ZYCS                          ,EXTCF1                        ,1
ZYCS                          ,EXTCF2                        ,1
ZYCS                          ,EXTC21                        ,20
ZYCS                          ,EXTC22                        ,20
ZYCS                          ,EXTCO1                        ,15
ZYCS                          ,EXTCO2                        ,15
ZYCS                          ,EXTNU1                        ,22
ZYCS                          ,EXTNU2                        ,22
ZYCS                          ,EXT100                        ,100
ZYCU                          ,NUDOSS                        ,22
ZYCU                          ,NULIGN                        ,22
ZYCU                          ,SOCDOS                        ,3
ZYCU                          ,PGPDOS                        ,22
ZYCU                          ,NUDOSP                        ,22
ZYCU                          ,NUMCUM                        ,3
ZYCU                          ,CDAXES                        ,8
ZYCU                          ,IDCY00                        ,3
ZYCU                          ,PCUMFF                        ,2
ZYCU                          ,PCUMSS                        ,2
ZYCU                          ,CUMANN                        ,2
ZYCU                          ,CUMPER                        ,2
ZYCU                          ,DATCUM                        ,7
ZYCU                          ,MONCUM                        ,22
ZYCU                          ,ZOBANA                        ,15
ZYDA                          ,NUDOSS                        ,22
ZYDA                          ,NULIGN                        ,22
ZYDA                          ,SOCDOS                        ,3
ZYDA                          ,PGPDOS                        ,22
ZYDA                          ,DATABS                        ,7
ZYDA                          ,MOTABS                        ,3
ZYDA                          ,HRSDEB                        ,22
ZYDA                          ,CDAXES                        ,8
ZYDA                          ,NUMDRO                        ,3
ZYDA                          ,DATDEB                        ,7
ZYDA                          ,NUMTRA                        ,1
ZYDA                          ,DATFIN                        ,7
ZYDA                          ,HRSFIN                        ,22
ZYDA                          ,TEMDEB                        ,1
ZYDA                          ,TEMFIN                        ,1
ZYDA                          ,UNITE1                        ,22
ZYDA                          ,UNITE2                        ,22
ZYDA                          ,NBRJOU                        ,22
ZYDA                          ,SALRF                         ,22
ZYDA                          ,SALRFD                        ,3
ZYDA                          ,SALRFX                        ,1
ZYDA                          ,TEMDEC                        ,1
ZYDA                          ,ZONEUT                        ,8
ZYDA                          ,DATEAG                        ,7
ZYDA                          ,VALIDE                        ,1
ZYDV                          ,NUDOSS                        ,22
ZYDV                          ,NULIGN                        ,22
ZYDV                          ,SOCDOS                        ,3
ZYDV                          ,PGPDOS                        ,22
ZYDV                          ,CODCON                        ,3
ZYDV                          ,ANNEES                        ,7
ZYDV                          ,IDZYES                        ,22
ZYDV                          ,DATDEB                        ,7
ZYDV                          ,DATFIN                        ,7
ZYDV                          ,FINPRE                        ,7
ZYDV                          ,DEBSUI                        ,7
ZYDV                          ,DEBACQ                        ,7
ZYDV                          ,FINACQ                        ,7
ZYDV                          ,MVTACQ                        ,7
ZYDV                          ,ACQUIA                        ,22
ZYDV                          ,REPPRE                        ,22
ZYDV                          ,REPECR                        ,22
ZYDV                          ,REPSUI                        ,22
ZYDV                          ,PAYESS                        ,22
ZYDV                          ,DRTPRI                        ,22
ZYDV                          ,PRICH1                        ,22
ZYDV                          ,PRICH2                        ,22
ZYDV                          ,RESTAN                        ,22
ZYDV                          ,AJUST1                        ,22
ZYDV                          ,MOTIF1                        ,2
ZYDV                          ,AJUST2                        ,22
ZYDV                          ,MOTIF2                        ,2
ZYDV                          ,AJUST3                        ,22
ZYDV                          ,MOTIF3                        ,2
ZYDV                          ,AJUST4                        ,22
ZYDV                          ,MOTIF4                        ,2
ZYDV                          ,DTUPD1                        ,7
ZYDV                          ,MOTIR1                        ,3
ZYDV                          ,AMREP1                        ,22
ZYDV                          ,CPTCR1                        ,3
ZYDV                          ,DTUPD2                        ,7
ZYDV                          ,MOTIR2                        ,3
ZYDV                          ,AMREP2                        ,22
ZYDV                          ,CPTCR2                        ,3
ZYDV                          ,DTUPD3                        ,7
ZYDV                          ,MOTIR3                        ,3
ZYDV                          ,AMREP3                        ,22
ZYDV                          ,CPTCR3                        ,3
ZYDV                          ,AMREPT                        ,22
ZYDV                          ,ACQUIR                        ,22
ZYDV                          ,MOTACB                        ,2
ZYDV                          ,ACQUIB                        ,22
ZYDV                          ,MOTACC                        ,2
ZYDV                          ,ACQUIC                        ,22
ZYDV                          ,AJUACQ                        ,22
ZYDV                          ,BA10SA                        ,22
ZYDV                          ,BA10SO                        ,22
ZYDV                          ,DATTIM                        ,7
ZYE4                          ,NUDOSS                        ,22
ZYE4                          ,NULIGN                        ,22
ZYE4                          ,SOCDOS                        ,3
ZYE4                          ,PGPDOS                        ,22
ZYE4                          ,TYPCPT                        ,3
ZYE4                          ,DTOUV                         ,7
ZYE4                          ,DTFERM                        ,7
ZYE4                          ,SOLCPT                        ,22
ZYE4                          ,SOLCTH                        ,22
ZYE4                          ,SOLCHE                        ,22
ZYE4                          ,DTUTIL                        ,7
ZYE4                          ,DTFIN                         ,7
ZYE6                          ,NUDOSS                        ,22
ZYE6                          ,NULIGN                        ,22
ZYE6                          ,SOCDOS                        ,3
ZYE6                          ,PGPDOS                        ,22
ZYE6                          ,DTOPER                        ,7
ZYE6                          ,TYPOPE                        ,3
ZYE6                          ,NUMORD                        ,22
ZYE6                          ,TYPCPT                        ,3
ZYE6                          ,NBJOUR                        ,22
ZYE6                          ,NBJOTH                        ,22
ZYE6                          ,NBJOUV                        ,22
ZYE6                          ,NBHEUR                        ,22
ZYE6                          ,AMNUM                         ,22
ZYE6                          ,AMNUMD                        ,3
ZYE6                          ,AMNUMX                        ,1
ZYE6                          ,SOLCHE                        ,22
ZYE6                          ,CDORIG                        ,2
ZYE6                          ,TEXTE1                        ,10
ZYE6                          ,TEXTE2                        ,10
ZYEL                          ,NUDOSS                        ,22
ZYEL                          ,NULIGN                        ,22
ZYEL                          ,NULIGS                        ,22
ZYEL                          ,NULIGP                        ,22
ZYEL                          ,TEACTI                        ,1
ZYEL                          ,SOCDOS                        ,3
ZYEL                          ,PGPDOS                        ,22
ZYEL                          ,NUDOSP                        ,22
ZYEL                          ,CODFIX                        ,3
ZYEL                          ,CDAXES                        ,8
ZYEL                          ,DEBFIX                        ,7
ZYEL                          ,FINFIX                        ,7
ZYEL                          ,SUBSTI                        ,1
ZYEL                          ,CFORMA                        ,1
ZYEL                          ,TEMNBR                        ,1
ZYEL                          ,NBRBAS                        ,22
ZYEL                          ,CODNBR                        ,5
ZYEL                          ,TEMSAL                        ,1
ZYEL                          ,SALFIX                        ,22
ZYEL                          ,CODSAL                        ,5
ZYEL                          ,TEMPAT                        ,1
ZYEL                          ,PATFIX                        ,22
ZYEL                          ,CODPAT                        ,5
ZYEL                          ,TESELE                        ,1
ZYEL                          ,NBORDE                        ,22
ZYEL                          ,FLTXSP                        ,1
ZYEL                          ,IDREC1                        ,4
ZYEL                          ,IDREC2                        ,4
ZYEL                          ,IDREC3                        ,4
ZYEL                          ,IDREC4                        ,4
ZYEL                          ,IDREC5                        ,4
ZYEL                          ,IMPUTA                        ,24
ZYEL                          ,MEMO01                        ,15
ZYEL                          ,MEMO02                        ,15
ZYEL                          ,MEMO03                        ,8
ZYEL                          ,MEMO04                        ,8
ZYEL                          ,MEMO05                        ,5
ZYEL                          ,MEMO06                        ,5
ZYEL                          ,MEMO07                        ,5
ZYEL                          ,MEMO08                        ,5
ZYEL                          ,MEMO09                        ,3
ZYEL                          ,MEMO10                        ,3
ZYEL                          ,MEMO11                        ,3
ZYEL                          ,ZOBANA                        ,15
ZYEL                          ,ROLDT1                        ,2
ZYEL                          ,DATE01                        ,7
ZYEL                          ,ROLDT2                        ,2
ZYEL                          ,DATE02                        ,7
ZYES                          ,NUDOSS                        ,22
ZYES                          ,NULIGN                        ,22
ZYES                          ,NULIGS                        ,22
ZYES                          ,NULIGP                        ,22
ZYES                          ,TEACTI                        ,1
ZYES                          ,SOCDOS                        ,3
ZYES                          ,PGPDOS                        ,22
ZYES                          ,DATENT                        ,7
ZYES                          ,CODENT                        ,3
ZYES                          ,IDZYES                        ,22
ZYES                          ,DATSOR                        ,7
ZYES                          ,CODSOR                        ,3
ZYES                          ,PHYSOR                        ,7
ZYES                          ,DTPAYT                        ,7
ZYES                          ,TESOLD                        ,1
ZYES                          ,FLREHR                        ,1
ZYES                          ,FLPROP                        ,1
ZYES                          ,IDCY00                        ,3
ZYES                          ,CGSTAT                        ,6
ZYES                          ,RSSTAT                        ,6
ZYES                          ,FLCHHD                        ,1
ZYES                          ,RSTRAN                        ,6
ZYES                          ,IDXCOM                        ,3
ZYES                          ,IDTRAN                        ,12
ZYES                          ,CGSTHI                        ,6
ZYES                          ,RSSTHI                        ,6
ZYES                          ,DTBGPR                        ,7
ZYES                          ,NUMARR                        ,15
ZYES                          ,VALIDE                        ,1
ZYES                          ,DTHCHL                        ,7
ZYES                          ,DTMCHL                        ,7
ZYES                          ,NEXEMP                        ,40
ZYES                          ,DTBENE                        ,7
ZYES                          ,FLSPCL                        ,1
ZYES                          ,FLTRAN                        ,1
ZYES                          ,BLOB01                        ,1
ZYES                          ,FLNC00                        ,1
ZYES                          ,DTPRFR                        ,7
ZYES                          ,BGDPFR                        ,7
ZYES                          ,ENDPFR                        ,7
ZYES                          ,BGNPFR                        ,7
ZYES                          ,ENNPFR                        ,7
ZYES                          ,BGNNFR                        ,7
ZYES                          ,ENNNFR                        ,7
ZYES                          ,TEMSUI                        ,1
ZYES                          ,NUMORD                        ,22
ZYES                          ,NUMSUB                        ,22
ZYES                          ,TYPDEC                        ,1
ZYES                          ,PERDEB                        ,6
ZYES                          ,PERFIN                        ,6
ZYES                          ,TEMSEL                        ,1
ZYES                          ,USERSB                        ,25
ZYES                          ,RSSTDE                        ,2
ZYHB                          ,NUDOSS                        ,22
ZYHB                          ,NULIGN                        ,22
ZYHB                          ,NULIGS                        ,22
ZYHB                          ,NULIGP                        ,22
ZYHB                          ,TEACTI                        ,1
ZYHB                          ,SOCDOS                        ,3
ZYHB                          ,PGPDOS                        ,22
ZYHB                          ,DATDEB                        ,7
ZYHB                          ,DTDECI                        ,7
ZYHB                          ,DATFIN                        ,7
ZYHB                          ,FLDUR1                        ,1
ZYHB                          ,FLCHAU                        ,1
ZYHB                          ,FLCOTO                        ,1
ZYHB                          ,FLPLAN                        ,22
ZYHB                          ,FLEA00                        ,22
ZYHB                          ,FLIMPR                        ,22
ZYHB                          ,FLESTA                        ,22
ZYHB                          ,FLCDTD                        ,22
ZYHB                          ,FLCFP0                        ,22
ZYHB                          ,FLVGNM                        ,22
ZYHB                          ,FLVEGM                        ,22
ZYHB                          ,FLORPG                        ,22
ZYHB                          ,FLFEII                        ,22
ZYHB                          ,FLRENS                        ,22
ZYHB                          ,FLACCI                        ,22
ZYHB                          ,FLINVP                        ,22
ZYHB                          ,FLSAPO                        ,22
ZYHB                          ,FLASMU                        ,22
ZYHB                          ,TEMAVI                        ,22
ZYHB                          ,FLMUTG                        ,22
ZYHB                          ,FLPENM                        ,22
ZYHB                          ,FLALLO                        ,22
ZYHB                          ,TEMCAR                        ,22
ZYHB                          ,TEMBEN                        ,22
ZYHB                          ,TEMHAN                        ,22
ZYHB                          ,FLHPLD                        ,1
ZYHB                          ,POUHAN                        ,22
ZYHB                          ,DATPEN                        ,7
ZYHB                          ,CATPEN                        ,1
ZYHB                          ,TXINCA                        ,22
ZYHB                          ,TEMHAT                        ,22
ZYHB                          ,FL5212                        ,22
ZYHB                          ,IDMCAT                        ,2
ZYHB                          ,FLMADE                        ,2
ZYPR                          ,NUDOSS                        ,22
ZYPR                          ,NULIGN                        ,22
ZYPR                          ,SOCDOS                        ,3
ZYPR                          ,PGPDOS                        ,22
ZYPR                          ,NUDOSP                        ,22
ZYPR                          ,RUBPRE                        ,3
ZYPR                          ,ORDPRE                        ,22
ZYPR                          ,NUMPRE                        ,17
ZYPR                          ,PYDSTP                        ,3
ZYPR                          ,MONPR                         ,22
ZYPR                          ,MONPRD                        ,3
ZYPR                          ,MONPRX                        ,1
ZYPR                          ,PTDAM                         ,22
ZYPR                          ,PTDAMD                        ,3
ZYPR                          ,PTDAMX                        ,1
ZYPR                          ,DEBPRE                        ,7
ZYPR                          ,FINPRE                        ,7
ZYPR                          ,FILSTA                        ,22
ZYPR                          ,NBEXMP                        ,22
ZYPR                          ,ADDSDE                        ,22
ZYPR                          ,HEADFA                        ,1
ZYPR                          ,NBDEPN                        ,22
ZYPR                          ,NBDPCH                        ,22
ZYPR                          ,VOCATI                        ,22
ZYPR                          ,DTRECP                        ,7
ZYPR                          ,CONSEN                        ,1
ZYPR                          ,TYDEBT                        ,22
ZYPR                          ,WTHLPC                        ,22
ZYPR                          ,DELINQ                        ,1
ZYPR                          ,SECFAM                        ,1
ZYPR                          ,JURSID                        ,11
ZYPR                          ,ECHPRE                        ,22
ZYPR                          ,MENPR                         ,22
ZYPR                          ,MENPRD                        ,3
ZYPR                          ,MENPRX                        ,1
ZYPR                          ,SOLPR                         ,22
ZYPR                          ,SOLPRD                        ,3
ZYPR                          ,SOLPRX                        ,1
ZYPR                          ,UTIPRE                        ,6
ZYPR                          ,TXINTE                        ,22
ZYPR                          ,MTINT                         ,22
ZYPR                          ,MTINTD                        ,3
ZYPR                          ,MTINTX                        ,1
ZYPR                          ,DTCONC                        ,7
ZYPR                          ,DTVIRC                        ,7
ZYPR                          ,CAPNA                         ,22
ZYPR                          ,CAPNAD                        ,3
ZYPR                          ,CAPNAX                        ,1
ZYPR                          ,IMPUT                         ,22
ZYPR                          ,IMPUTD                        ,3
ZYPR                          ,IMPUTX                        ,1
ZYPR                          ,NUMARR                        ,15
ZYPR                          ,NUMWOM                        ,22
ZYPR                          ,HEALTH                        ,7
ZYPR                          ,AGREDT                        ,7
ZYPR                          ,FINORG                        ,7
ZYPR                          ,FLLSUM                        ,1
ZYPR                          ,FLTOTS                        ,1
ZYPR                          ,ZOBANA                        ,15
ZYPR                          ,CDRULE                        ,8
ZYPR                          ,AMOVP                         ,22
ZYPR                          ,AMOVPD                        ,3
ZYPR                          ,AMOVPX                        ,1
ZYPR                          ,PERPAI                        ,8
ZYPR                          ,FLOVPA                        ,1
ZYPR                          ,PRENUM                        ,17
ZYPR                          ,MTHMX                         ,22
ZYPR                          ,MTHMXD                        ,3
ZYPR                          ,MTHMXX                        ,1
ZYPR                          ,IDPAYE                        ,10
ZYPR                          ,NMPAY2                        ,40
ZYPR                          ,NATPRE                        ,1
ZYPR                          ,OBJPRE                        ,35
ZYPR                          ,ORGPRE                        ,3
ZYPR                          ,REFPRE                        ,20
ZYPR                          ,MONEP                         ,22
ZYPR                          ,MONEPD                        ,3
ZYPR                          ,MONEPX                        ,1
ZYPR                          ,DATPRE                        ,7
ZYPR                          ,RTASSU                        ,22
ZYPR                          ,AMASS                         ,22
ZYPR                          ,AMASSD                        ,3
ZYPR                          ,AMASSX                        ,1
ZYPR                          ,FLHYPO                        ,1
ZYPR                          ,REFHYP                        ,50
ZYPR                          ,AMPEC                         ,22
ZYPR                          ,AMPECD                        ,3
ZYPR                          ,AMPECX                        ,1
ZYPR                          ,AMDEC                         ,22
ZYPR                          ,AMDECD                        ,3
ZYPR                          ,AMDECX                        ,1
ZYPR                          ,REGIME                        ,1
ZYPR                          ,FLDIGR                        ,1
ZYPR                          ,AMDIG                         ,22
ZYPR                          ,AMDIGD                        ,3
ZYPR                          ,AMDIGX                        ,1
ZYPR                          ,ETAPRE                        ,3
ZYPR                          ,FRPAIE                        ,1
ZYPR                          ,PERGRA                        ,22
ZYPR                          ,COMCLO                        ,50
ZYPR                          ,NBEASS                        ,22
ZYPR                          ,MODASS                        ,1
ZYPR                          ,FLDBON                        ,1
ZYPR                          ,MODBON                        ,1
ZYPR                          ,RTBON                         ,22
ZYPR                          ,AMBON                         ,22
ZYPR                          ,AMBOND                        ,3
ZYPR                          ,AMBONX                        ,1
ZYPR                          ,FLGNTA                        ,1
ZYPR                          ,STVALI                        ,1
ZYPR                          ,MOTREG                        ,1
ZYPR                          ,NBRRMB                        ,22
ZYPR                          ,AMTR1                         ,22
ZYPR                          ,AMTR1D                        ,3
ZYPR                          ,AMTR1X                        ,1
ZYPR                          ,RTTR1                         ,22
ZYPR                          ,AMET1                         ,22
ZYPR                          ,AMET1D                        ,3
ZYPR                          ,AMET1X                        ,1
ZYPR                          ,AME1G                         ,22
ZYPR                          ,AME1GD                        ,3
ZYPR                          ,AME1GX                        ,1
ZYRG                          ,NUDOSS                        ,22
ZYRG                          ,NULIGN                        ,22
ZYRG                          ,SOCDOS                        ,3
ZYRG                          ,PGPDOS                        ,22
ZYRG                          ,NUDOSP                        ,22
ZYRG                          ,RUBREG                        ,3
ZYRG                          ,MONT1                         ,22
ZYRG                          ,MONT1D                        ,3
ZYRG                          ,MONT1X                        ,1
ZYRG                          ,MONT2                         ,22
ZYRG                          ,MONT2D                        ,3
ZYRG                          ,MONT2X                        ,1
ZYRG                          ,MONT3                         ,22
ZYRG                          ,MONT3D                        ,3
ZYRG                          ,MONT3X                        ,1
ZYRG                          ,MONT4                         ,22
ZYRG                          ,MONT4D                        ,3
ZYRG                          ,MONT4X                        ,1
ZYRG                          ,MONT5                         ,22
ZYRG                          ,MONT5D                        ,3
ZYRG                          ,MONT5X                        ,1
ZYRG                          ,RESUL                         ,22
ZYRG                          ,RESULD                        ,3
ZYRG                          ,RESULX                        ,1
ZYRG                          ,IDCY00                        ,3
ZYRG                          ,ZOBANA                        ,15
ZYTL                          ,NUDOSS                        ,22
ZYTL                          ,NULIGN                        ,22
ZYTL                          ,NULIGS                        ,22
ZYTL                          ,NULIGP                        ,22
ZYTL                          ,TEACTI                        ,1
ZYTL                          ,DATXXX                        ,7
ZYTL                          ,SOCDOS                        ,3
ZYTL                          ,PGPDOS                        ,22
ZYTL                          ,DATEFF                        ,7
ZYTL                          ,CODTRA                        ,2
ZYTL                          ,NBSTHD                        ,22
ZYTL                          ,NBSTHW                        ,22
ZYTL                          ,NBSTHM                        ,22
ZYTL                          ,NBSTHP                        ,22
ZYTL                          ,RTSTHR                        ,22
ZYTL                          ,NBPDHD                        ,22
ZYTL                          ,NBPDHW                        ,22
ZYTL                          ,NBPDHM                        ,22
ZYTL                          ,NBPDHP                        ,22
ZYTL                          ,RTPDHR                        ,22
ZYTL                          ,FORANU                        ,22
ZYTL                          ,FORANH                        ,22
ZYTL                          ,MODHOR                        ,3
ZYTL                          ,CODINC                        ,8
ZYTL                          ,NUMARR                        ,15
ZYTL                          ,SURCOT                        ,1
ZYTL                          ,VALIDE                        ,1
ZYTL                          ,FINPRE                        ,7
ZYTL                          ,DURANN                        ,22
ZYTL                          ,DURMOI                        ,22
ZYTL                          ,DURJOU                        ,22
ZYTL                          ,FLWKFO                        ,1
ZYTL                          ,RSFO00                        ,1
ZYTL                          ,QTRT00                        ,22
ZYTL                          ,OPTCDA                        ,1
ZYTL                          ,FLTLRE                        ,1
ZYTL                          ,EXTDA1                        ,7
ZYTL                          ,EXTDA2                        ,7
ZYTL                          ,EXTCF1                        ,1
ZYTL                          ,EXTCF2                        ,1
ZYTL                          ,EXTC21                        ,20
ZYTL                          ,EXTC22                        ,20
ZYTL                          ,EXTCO1                        ,15
ZYTL                          ,EXTCO2                        ,15
ZYTL                          ,EXTNU1                        ,22
ZYTL                          ,EXTNU2                        ,22
ZYTL                          ,EXT100                        ,100
ZYWB                          ,NUDOSS                        ,22
ZYWB                          ,NULIGN                        ,22
ZYWB                          ,NULIGS                        ,22
ZYWB                          ,NULIGP                        ,22
ZYWB                          ,TEACTI                        ,1
ZYWB                          ,DATXXX                        ,7
ZYWB                          ,SOCDOS                        ,3
ZYWB                          ,PGPDOS                        ,22
ZYWB                          ,DATNOT                        ,7
ZYWB                          ,PREEFF                        ,1
ZYWB                          ,DADEB1                        ,7
ZYWB                          ,DAFIN1                        ,7
ZYWB                          ,PREPAY                        ,1
ZYWB                          ,DADEB2                        ,7
ZYWB                          ,DAFIN2                        ,7
ZYWB                          ,DAPHYS                        ,7
ZYWB                          ,PRENPA                        ,1
ZYWB                          ,DADEB3                        ,7
ZYWB                          ,DAFIN3                        ,7
ZYWB                          ,PRENEF                        ,1
ZYWB                          ,MOTIFS                        ,30
ZYWV                          ,NUDOSS                        ,22
ZYWV                          ,NULIGN                        ,22
ZYWV                          ,NULIGS                        ,22
ZYWV                          ,NULIGP                        ,22
ZYWV                          ,TEACTI                        ,1
ZYWV                          ,SOCDOS                        ,3
ZYWV                          ,PGPDOS                        ,22
ZYWV                          ,DATDEB                        ,7
ZYWV                          ,DATFIN                        ,7
ZYWV                          ,TYPDET                        ,7
ZYWV                          ,PAYDET                        ,3
ZYWV                          ,SITFAM                        ,1
ZYWV                          ,RESFIS                        ,1
ZYWV                          ,NUMORD                        ,20
ZYWV                          ,COMMEN                        ,50
ZYWW                          ,NUDOSS                        ,22
ZYWW                          ,NULIGN                        ,22
ZYWW                          ,NULIGS                        ,22
ZYWW                          ,NULIGP                        ,22
ZYWW                          ,TEACTI                        ,1
ZYWW                          ,SOCDOS                        ,3
ZYWW                          ,PGPDOS                        ,22
ZYWW                          ,CODREG                        ,10
ZYWW                          ,DATDEB                        ,7
ZYWW                          ,DATFIN                        ,7
ZYWW                          ,REPART                        ,22
